country,region,year,timestamp,crop_type,temperature,rainfall,humidity,N,P,K,ph,crop_yield
USA,South,1998,1998-01-01,Fruits,29.37,522.22,80.473145665,,,,,1.02
Brazil,South,2021,2021-01-01,Coffee,7.83,254.8,57.648082825,103.0,29.0,30.0,6.798626238000001,2.574
USA,Northeast,2018,2018-01-01,Barley,26.81,1496.37,80.473145665,,,,,1.2240000000000002
Russia,Volga,2000,2000-01-01,Soybeans,32.89,1533.09,80.473145665,,,,,3.015
Canada,British Columbia,1997,1997-01-01,Vegetables,19.83,2968.49,80.473145665,,,,,2.268
Russia,Siberian,1994,1994-01-01,Fruits,13.05,1951.82,80.473145665,,,,,2.547
Argentina,Pampas,2012,2012-01-01,Cotton,15.16,2475.16,80.01089273,117.0,46.0,19.0,6.8409568125,3.717
India,West Bengal,2009,2009-01-01,Cotton,19.21,1773.68,80.01089273,117.0,46.0,19.0,6.8409568125,3.375
Brazil,South,2017,2017-01-01,Corn,7.58,222.48,80.473145665,,,,,1.134
Canada,Quebec,2012,2012-01-01,Coffee,9.37,479.27,57.648082825,103.0,29.0,30.0,6.798626238000001,2.331
Argentina,Northeast,2009,2009-01-01,Barley,31.32,249.92,80.473145665,,,,,0.81
France,Nouvelle-Aquitaine,2007,2007-01-01,Cotton,15.89,1598.84,80.01089273,117.0,46.0,19.0,6.8409568125,3.34
Canada,Ontario,2019,2019-01-01,Barley,12.72,690.97,80.473145665,,,,,3.11
Argentina,Pampas,2000,2000-01-01,Barley,24.86,2796.86,80.473145665,,,,,2.79
Nigeria,North Central,2022,2022-01-01,Rice,22.94,658.01,82.18935719499999,80.0,47.0,40.0,6.363803588,2.547
Nigeria,South West,2016,2016-01-01,Coffee,1.03,884.03,57.648082825,103.0,29.0,30.0,6.798626238000001,1.4
China,Central,1999,1999-01-01,Wheat,16.71,2872.79,80.473145665,,,,,2.385
Russia,Volga,2002,2002-01-01,Sugarcane,23.12,484.61,80.473145665,,,,,2.4120000000000004
Canada,British Columbia,2019,2019-01-01,Sugarcane,9.43,2895.67,80.473145665,,,,,1.251
Australia,Queensland,2022,2022-01-01,Barley,31.16,998.03,80.473145665,,,,,1.305
Nigeria,South West,2014,2014-01-01,Barley,28.7,1342.69,80.473145665,,,,,0.84
USA,South,2021,2021-01-01,Barley,26.14,525.27,80.473145665,,,,,3.087
Argentina,Northwest,2019,2019-01-01,Wheat,23.67,1698.27,80.473145665,,,,,1.55
France,Ile-de-France,2014,2014-01-01,Fruits,28.96,2572.95,80.473145665,,,,,1.305
France,Provence-Alpes-Cote d’Azur,2003,2003-01-01,Sugarcane,20.87,638.11,80.473145665,,,,,3.24
USA,Northeast,2009,2009-01-01,Corn,1.03,980.26,80.473145665,,,,,1.27
Russia,Siberian,1991,1991-01-01,Rice,34.79,2519.56,82.18935719499999,80.0,47.0,40.0,6.363803588,3.123
Nigeria,North West,2018,2018-01-01,Barley,17.25,2237.11,80.473145665,,,,,3.81
Argentina,Northeast,2024,2024-01-01,Fruits,5.5,2318.53,80.473145665,,,,,1.179
Russia,Volga,2003,2003-01-01,Vegetables,26.27,1140.8,80.473145665,,,,,3.3120000000000003
Nigeria,South East,2023,2023-01-01,Rice,4.06,2266.41,82.18935719499999,80.0,47.0,40.0,6.363803588,2.628
Argentina,Pampas,2010,2010-01-01,Rice,22.28,1203.83,82.18935719499999,80.0,47.0,40.0,6.363803588,1.65
Nigeria,South East,2014,2014-01-01,Soybeans,9.78,2308.31,80.473145665,,,,,1.755
Russia,Siberian,2000,2000-01-01,Sugarcane,22.44,2087.3,80.473145665,,,,,2.97
Brazil,South,2011,2011-01-01,Vegetables,3.65,1051.32,80.473145665,,,,,1.215
Australia,Victoria,2013,2013-01-01,Cotton,19.05,1803.57,80.01089273,117.0,46.0,19.0,6.8409568125,2.205
Nigeria,North West,2015,2015-01-01,Coffee,-0.07,1964.25,57.648082825,103.0,29.0,30.0,6.798626238000001,2.97
Canada,Quebec,2019,2019-01-01,Cotton,29.2,2218.48,80.01089273,117.0,46.0,19.0,6.8409568125,1.2060000000000002
USA,Northeast,2024,2024-01-01,Coffee,5.11,974.91,57.648082825,103.0,29.0,30.0,6.798626238000001,1.54
India,Punjab,1992,1992-01-01,Cotton,17.32,2277.07,80.01089273,117.0,46.0,19.0,6.8409568125,1.818
USA,South,1998,1998-01-01,Corn,1.57,1564.04,80.473145665,,,,,2.268
Brazil,North,2011,2011-01-01,Sugarcane,22.27,330.29,80.473145665,,,,,1.278
France,Ile-de-France,2011,2011-01-01,Soybeans,13.61,398.13,80.473145665,,,,,1.6740000000000002
France,Grand Est,1993,1993-01-01,Wheat,16.29,1128.82,80.473145665,,,,,3.492
France,Provence-Alpes-Cote d’Azur,2010,2010-01-01,Vegetables,21.68,1853.22,80.473145665,,,,,1.638
USA,Midwest,2015,2015-01-01,Coffee,19.03,477.93,57.648082825,103.0,29.0,30.0,6.798626238000001,2.043
China,South,2002,2002-01-01,Rice,13.51,225.75,82.18935719499999,80.0,47.0,40.0,6.363803588,1.719
Canada,British Columbia,2011,2011-01-01,Soybeans,25.6,1395.44,80.473145665,,,,,3.15
China,North,2017,2017-01-01,Rice,15.88,1959.04,82.18935719499999,80.0,47.0,40.0,6.363803588,3.249
USA,South,2008,2008-01-01,Coffee,30.31,1938.77,57.648082825,103.0,29.0,30.0,6.798626238000001,2.763
Nigeria,North Central,1991,1991-01-01,Wheat,-2.96,1625.84,80.473145665,,,,,2.385
France,Ile-de-France,2024,2024-01-01,Rice,27.48,587.95,82.18935719499999,80.0,47.0,40.0,6.363803588,0.801
France,Nouvelle-Aquitaine,2018,2018-01-01,Vegetables,29.79,748.85,80.473145665,,,,,3.321
Brazil,Northeast,2013,2013-01-01,Fruits,-3.02,1036.05,80.473145665,,,,,0.7110000000000001
Brazil,North,2016,2016-01-01,Wheat,12.62,2892.79,80.473145665,,,,,2.394
Australia,Western Australia,2008,2008-01-01,Sugarcane,12.62,2186.48,80.473145665,,,,,2.43
China,South,1990,1990-01-01,Fruits,30.56,1809.86,80.473145665,,,,,3.1
Nigeria,South East,2003,2003-01-01,Rice,27.68,2702.05,82.18935719499999,80.0,47.0,40.0,6.363803588,1.09
China,South,1991,1991-01-01,Soybeans,29.98,2659.63,80.473145665,,,,,1.242
USA,Northeast,2019,2019-01-01,Fruits,25.69,2478.96,80.473145665,,,,,3.71
China,North,1991,1991-01-01,Cotton,22.85,242.85,80.01089273,117.0,46.0,19.0,6.8409568125,0.936
Australia,Queensland,2010,2010-01-01,Corn,22.29,1663.53,80.473145665,,,,,1.78
France,Nouvelle-Aquitaine,2001,2001-01-01,Fruits,-2.59,1756.92,80.473145665,,,,,2.511
Nigeria,South West,2006,2006-01-01,Barley,-0.13,1561.24,80.473145665,,,,,1.37
Nigeria,South East,2010,2010-01-01,Vegetables,22.06,1972.87,80.473145665,,,,,1.02
Argentina,Northeast,2015,2015-01-01,Wheat,26.6,813.91,80.473145665,,,,,2.84
Argentina,Northeast,2011,2011-01-01,Fruits,18.03,1565.6,80.473145665,,,,,2.3400000000000003
Russia,Central,2009,2009-01-01,Wheat,7.24,2034.91,80.473145665,,,,,2.62
Nigeria,North Central,1999,1999-01-01,Rice,26.1,2006.34,82.18935719499999,80.0,47.0,40.0,6.363803588,3.12
USA,South,2002,2002-01-01,Vegetables,32.45,2246.53,80.473145665,,,,,3.74
Australia,New South Wales,2004,2004-01-01,Soybeans,21.44,989.41,80.473145665,,,,,1.2060000000000002
Nigeria,South West,1992,1992-01-01,Fruits,8.33,2035.07,80.473145665,,,,,1.73
Nigeria,South West,2013,2013-01-01,Wheat,5.5,1258.04,80.473145665,,,,,1.49
France,Grand Est,1993,1993-01-01,Corn,18.87,1876.09,80.473145665,,,,,2.385
Australia,Western Australia,2001,2001-01-01,Vegetables,26.68,1972.81,80.473145665,,,,,1.809
Canada,Ontario,1996,1996-01-01,Vegetables,9.45,541.87,80.473145665,,,,,0.774
France,Nouvelle-Aquitaine,2022,2022-01-01,Cotton,2.42,2275.38,80.01089273,117.0,46.0,19.0,6.8409568125,1.26
Nigeria,South East,2024,2024-01-01,Coffee,28.8,966.11,57.648082825,103.0,29.0,30.0,6.798626238000001,1.13
India,Tamil Nadu,2007,2007-01-01,Coffee,3.88,2415.63,57.648082825,103.0,29.0,30.0,6.798626238000001,2.28
Canada,British Columbia,1995,1995-01-01,Soybeans,3.5,887.29,80.473145665,,,,,1.23
Brazil,North,2005,2005-01-01,Coffee,2.84,1627.65,57.648082825,103.0,29.0,30.0,6.798626238000001,1.67
Australia,Victoria,2015,2015-01-01,Fruits,12.03,2609.84,80.473145665,,,,,4.7
France,Ile-de-France,1993,1993-01-01,Rice,5.17,2518.64,82.18935719499999,80.0,47.0,40.0,6.363803588,1.72
Canada,Quebec,1996,1996-01-01,Barley,-1.15,537.17,80.473145665,,,,,1.548
Russia,Central,2023,2023-01-01,Sugarcane,23.01,1305.66,80.473145665,,,,,1.7
Russia,Volga,2012,2012-01-01,Barley,21.46,1809.41,80.473145665,,,,,1.34
Canada,Ontario,2011,2011-01-01,Barley,32.72,2523.34,80.473145665,,,,,3.71
USA,Northeast,1997,1997-01-01,Vegetables,0.17,744.72,80.473145665,,,,,1.386
India,Maharashtra,1995,1995-01-01,Vegetables,3.46,1522.13,80.473145665,,,,,0.774
Nigeria,North West,2018,2018-01-01,Cotton,25.86,2566.62,80.01089273,117.0,46.0,19.0,6.8409568125,0.86
USA,South,1992,1992-01-01,Sugarcane,2.71,2784.8,80.473145665,,,,,1.99
USA,Midwest,2024,2024-01-01,Wheat,8.23,1855.61,80.473145665,,,,,2.09
Canada,Prairies,2024,2024-01-01,Rice,17.22,1304.45,82.18935719499999,80.0,47.0,40.0,6.363803588,2.079
India,Punjab,2006,2006-01-01,Fruits,17.08,605.97,80.473145665,,,,,4.401
Canada,Quebec,1996,1996-01-01,Rice,28.37,293.65,82.18935719499999,80.0,47.0,40.0,6.363803588,3.375
Nigeria,North Central,2008,2008-01-01,Fruits,12.33,598.64,80.473145665,,,,,2.295
Argentina,Northeast,2021,2021-01-01,Wheat,17.78,1062.17,80.473145665,,,,,2.151
France,Grand Est,1993,1993-01-01,Fruits,6.62,1302.06,80.473145665,,,,,2.68
Argentina,Northeast,1992,1992-01-01,Corn,33.15,1501.56,80.473145665,,,,,3.384
France,Grand Est,1999,1999-01-01,Wheat,7.78,715.44,80.473145665,,,,,2.36
India,Punjab,1991,1991-01-01,Soybeans,8.42,522.7,80.473145665,,,,,0.531
Australia,Western Australia,1997,1997-01-01,Cotton,19.75,1888.14,80.01089273,117.0,46.0,19.0,6.8409568125,3.825
Brazil,North,2007,2007-01-01,Wheat,11.68,998.57,80.473145665,,,,,2.709
China,North,1998,1998-01-01,Vegetables,32.92,1306.52,80.473145665,,,,,2.33
Argentina,Northeast,2018,2018-01-01,Barley,33.62,1115.41,80.473145665,,,,,2.17
Brazil,Northeast,2022,2022-01-01,Barley,12.13,1417.15,80.473145665,,,,,2.718
Canada,Ontario,2004,2004-01-01,Barley,27.31,399.14,80.473145665,,,,,3.177
Canada,British Columbia,2020,2020-01-01,Barley,-3.69,1952.58,80.473145665,,,,,0.78
Canada,Ontario,2019,2019-01-01,Barley,18.56,431.43,80.473145665,,,,,4.257000000000001
Nigeria,South East,2016,2016-01-01,Rice,30.51,731.17,82.18935719499999,80.0,47.0,40.0,6.363803588,0.873
Brazil,North,2006,2006-01-01,Soybeans,27.23,2224.63,80.473145665,,,,,2.18
Brazil,Northeast,2018,2018-01-01,Coffee,33.21,1670.4,57.648082825,103.0,29.0,30.0,6.798626238000001,2.007
China,East,2016,2016-01-01,Vegetables,32.18,658.12,80.473145665,,,,,3.4
USA,Midwest,2000,2000-01-01,Soybeans,22.28,1773.95,80.473145665,,,,,1.764
France,Grand Est,1995,1995-01-01,Cotton,1.58,924.86,80.01089273,117.0,46.0,19.0,6.8409568125,1.728
India,Maharashtra,2022,2022-01-01,Cotton,0.14,1832.14,80.01089273,117.0,46.0,19.0,6.8409568125,0.792
Nigeria,North West,2008,2008-01-01,Soybeans,11.18,2395.73,80.473145665,,,,,2.799
Nigeria,South West,2008,2008-01-01,Vegetables,27.28,2188.48,80.473145665,,,,,3.078
Argentina,Northwest,2022,2022-01-01,Wheat,3.91,900.09,80.473145665,,,,,0.738
Russia,Siberian,1990,1990-01-01,Sugarcane,6.52,2970.2,80.473145665,,,,,1.38
Canada,Ontario,1995,1995-01-01,Sugarcane,6.17,1405.44,80.473145665,,,,,1.314
Argentina,Patagonia,2003,2003-01-01,Cotton,27.28,1011.19,80.01089273,117.0,46.0,19.0,6.8409568125,3.3480000000000003
France,Nouvelle-Aquitaine,2001,2001-01-01,Coffee,6.64,2915.04,57.648082825,103.0,29.0,30.0,6.798626238000001,1.17
China,North,2014,2014-01-01,Wheat,4.52,2955.14,80.473145665,,,,,0.87
Russia,Siberian,2011,2011-01-01,Coffee,29.84,506.63,57.648082825,103.0,29.0,30.0,6.798626238000001,2.799
India,Punjab,2013,2013-01-01,Fruits,0.2,2427.19,80.473145665,,,,,2.43
India,Punjab,2013,2013-01-01,Cotton,15.58,2690.21,80.01089273,117.0,46.0,19.0,6.8409568125,2.8440000000000003
Australia,Western Australia,1999,1999-01-01,Sugarcane,0.29,1368.42,80.473145665,,,,,1.74
Argentina,Northeast,2021,2021-01-01,Barley,9.18,2581.21,80.473145665,,,,,1.68
Nigeria,South West,2022,2022-01-01,Coffee,-2.81,2656.82,57.648082825,103.0,29.0,30.0,6.798626238000001,0.79
USA,South,2000,2000-01-01,Fruits,-2.15,2987.17,80.473145665,,,,,1.746
China,East,1997,1997-01-01,Cotton,32.76,1098.2,80.01089273,117.0,46.0,19.0,6.8409568125,2.79
Australia,Victoria,2013,2013-01-01,Fruits,20.85,1522.34,80.473145665,,,,,3.276
Russia,Central,1998,1998-01-01,Barley,34.68,1630.0,80.473145665,,,,,2.088
USA,South,2012,2012-01-01,Rice,13.84,2326.18,82.18935719499999,80.0,47.0,40.0,6.363803588,2.331
Russia,Central,2022,2022-01-01,Rice,-4.56,1574.67,82.18935719499999,80.0,47.0,40.0,6.363803588,1.341
USA,Northeast,2015,2015-01-01,Rice,4.76,2684.34,82.18935719499999,80.0,47.0,40.0,6.363803588,2.1870000000000003
China,North,1990,1990-01-01,Rice,31.39,930.9,82.18935719499999,80.0,47.0,40.0,6.363803588,2.259
Canada,Prairies,2010,2010-01-01,Cotton,27.4,1766.35,80.01089273,117.0,46.0,19.0,6.8409568125,2.475
Brazil,Northeast,2019,2019-01-01,Vegetables,16.05,605.32,80.473145665,,,,,3.49
India,West Bengal,2010,2010-01-01,Rice,20.11,1085.87,82.18935719499999,80.0,47.0,40.0,6.363803588,1.116
Brazil,South,2024,2024-01-01,Rice,20.92,599.62,82.18935719499999,80.0,47.0,40.0,6.363803588,2.727
Russia,Volga,2020,2020-01-01,Rice,-0.52,811.78,82.18935719499999,80.0,47.0,40.0,6.363803588,2.64
China,South,2013,2013-01-01,Sugarcane,6.17,596.13,80.473145665,,,,,0.873
Brazil,Northeast,1995,1995-01-01,Coffee,32.86,1908.73,57.648082825,103.0,29.0,30.0,6.798626238000001,1.1
Australia,New South Wales,1996,1996-01-01,Soybeans,6.07,2716.7,80.473145665,,,,,2.466
China,North,2008,2008-01-01,Rice,27.01,652.86,82.18935719499999,80.0,47.0,40.0,6.363803588,3.54
Argentina,Patagonia,2021,2021-01-01,Vegetables,23.35,1517.72,80.473145665,,,,,2.09
Argentina,Northeast,2020,2020-01-01,Barley,11.79,1467.12,80.473145665,,,,,1.5
Canada,Ontario,2014,2014-01-01,Vegetables,23.37,601.36,80.473145665,,,,,1.05
Canada,British Columbia,1991,1991-01-01,Vegetables,29.65,1697.45,80.473145665,,,,,1.61
France,Grand Est,2012,2012-01-01,Fruits,5.89,2752.74,80.473145665,,,,,2.322
USA,South,1997,1997-01-01,Coffee,29.68,2624.12,57.648082825,103.0,29.0,30.0,6.798626238000001,3.71
India,Tamil Nadu,2012,2012-01-01,Corn,30.9,2100.38,80.473145665,,,,,1.404
Russia,Volga,1998,1998-01-01,Cotton,13.94,2460.27,80.01089273,117.0,46.0,19.0,6.8409568125,2.061
Russia,Northwestern,2000,2000-01-01,Soybeans,7.32,587.5,80.473145665,,,,,2.49
India,Tamil Nadu,1995,1995-01-01,Rice,22.36,1564.4,82.18935719499999,80.0,47.0,40.0,6.363803588,1.4580000000000002
Brazil,North,2002,2002-01-01,Coffee,20.35,1909.09,57.648082825,103.0,29.0,30.0,6.798626238000001,3.06
Russia,Siberian,1991,1991-01-01,Fruits,15.52,1646.55,80.473145665,,,,,3.08
Nigeria,South East,2010,2010-01-01,Barley,30.92,1469.88,80.473145665,,,,,2.4
France,Grand Est,2012,2012-01-01,Soybeans,25.26,284.99,80.473145665,,,,,2.052
Russia,Central,1999,1999-01-01,Coffee,9.52,1810.18,57.648082825,103.0,29.0,30.0,6.798626238000001,1.91
Russia,Siberian,2022,2022-01-01,Vegetables,28.95,2435.42,80.473145665,,,,,1.449
Brazil,Southeast,2021,2021-01-01,Rice,12.19,956.56,82.18935719499999,80.0,47.0,40.0,6.363803588,4.43
India,Punjab,2002,2002-01-01,Wheat,-4.81,1915.14,80.473145665,,,,,0.747
Argentina,Pampas,1996,1996-01-01,Rice,1.55,1422.24,82.18935719499999,80.0,47.0,40.0,6.363803588,1.953
India,West Bengal,2006,2006-01-01,Vegetables,-2.44,2621.81,80.473145665,,,,,0.88
Nigeria,South East,2006,2006-01-01,Cotton,2.78,1602.02,80.01089273,117.0,46.0,19.0,6.8409568125,1.54
China,South,1991,1991-01-01,Wheat,14.89,2306.24,80.473145665,,,,,2.268
India,Punjab,1996,1996-01-01,Wheat,2.63,2385.17,80.473145665,,,,,2.79
India,West Bengal,1995,1995-01-01,Cotton,27.09,426.95,80.01089273,117.0,46.0,19.0,6.8409568125,2.232
India,Tamil Nadu,1997,1997-01-01,Vegetables,31.14,683.74,80.473145665,,,,,2.34
France,Provence-Alpes-Cote d’Azur,1991,1991-01-01,Barley,-1.49,761.43,80.473145665,,,,,2.7
Russia,Central,2019,2019-01-01,Corn,16.5,988.54,80.473145665,,,,,3.0690000000000004
Canada,Ontario,2000,2000-01-01,Corn,2.53,886.75,80.473145665,,,,,1.46
Nigeria,South East,2000,2000-01-01,Corn,9.23,2580.97,80.473145665,,,,,2.583
Argentina,Pampas,1995,1995-01-01,Rice,2.46,1250.23,82.18935719499999,80.0,47.0,40.0,6.363803588,2.98
Brazil,Northeast,2010,2010-01-01,Cotton,12.13,586.82,80.01089273,117.0,46.0,19.0,6.8409568125,3.2
Russia,Northwestern,2013,2013-01-01,Vegetables,11.73,677.69,80.473145665,,,,,4.09
Australia,New South Wales,2022,2022-01-01,Wheat,13.62,2332.71,80.473145665,,,,,1.84
Argentina,Pampas,1992,1992-01-01,Coffee,6.95,802.64,57.648082825,103.0,29.0,30.0,6.798626238000001,2.43
Russia,Central,1992,1992-01-01,Rice,11.35,2608.65,82.18935719499999,80.0,47.0,40.0,6.363803588,3.825
China,North,1996,1996-01-01,Cotton,11.57,1894.06,80.01089273,117.0,46.0,19.0,6.8409568125,1.59
Australia,New South Wales,1995,1995-01-01,Cotton,33.74,1322.54,80.01089273,117.0,46.0,19.0,6.8409568125,3.5010000000000003
Canada,British Columbia,2014,2014-01-01,Sugarcane,31.37,2912.07,80.473145665,,,,,3.15
India,Maharashtra,2004,2004-01-01,Corn,14.23,1162.73,80.473145665,,,,,1.998
France,Provence-Alpes-Cote d’Azur,1999,1999-01-01,Barley,24.94,855.78,80.473145665,,,,,2.178
India,Punjab,2008,2008-01-01,Cotton,-2.7,656.92,80.01089273,117.0,46.0,19.0,6.8409568125,1.28
Russia,Northwestern,1999,1999-01-01,Corn,28.51,2922.09,80.473145665,,,,,0.981
France,Provence-Alpes-Cote d’Azur,2010,2010-01-01,Rice,14.91,1013.61,82.18935719499999,80.0,47.0,40.0,6.363803588,1.746
Australia,Victoria,1993,1993-01-01,Coffee,17.6,1053.46,57.648082825,103.0,29.0,30.0,6.798626238000001,1.512
Nigeria,South East,2024,2024-01-01,Barley,13.41,2595.59,80.473145665,,,,,3.33
Canada,Prairies,2022,2022-01-01,Fruits,29.23,1654.08,80.473145665,,,,,1.4580000000000002
France,Provence-Alpes-Cote d’Azur,2019,2019-01-01,Fruits,19.3,2034.8,80.473145665,,,,,3.303
Argentina,Pampas,2005,2005-01-01,Corn,11.02,1845.24,80.473145665,,,,,3.249
France,Ile-de-France,2002,2002-01-01,Coffee,11.62,1503.07,57.648082825,103.0,29.0,30.0,6.798626238000001,4.428
Canada,Prairies,2003,2003-01-01,Vegetables,29.13,614.23,80.473145665,,,,,2.4480000000000004
USA,Northeast,1994,1994-01-01,Barley,2.89,1441.88,80.473145665,,,,,1.494
France,Ile-de-France,2022,2022-01-01,Corn,15.08,2088.72,80.473145665,,,,,3.98
France,Grand Est,2017,2017-01-01,Vegetables,19.34,2318.39,80.473145665,,,,,3.72
China,East,1998,1998-01-01,Rice,33.72,2234.1,82.18935719499999,80.0,47.0,40.0,6.363803588,0.738
Canada,Ontario,2024,2024-01-01,Coffee,2.02,2827.51,57.648082825,103.0,29.0,30.0,6.798626238000001,2.115
USA,South,2003,2003-01-01,Barley,-1.97,1162.37,80.473145665,,,,,2.51
Nigeria,North West,2023,2023-01-01,Corn,16.98,1605.89,80.473145665,,,,,1.944
Russia,Northwestern,2000,2000-01-01,Sugarcane,29.38,1422.26,80.473145665,,,,,3.33
France,Ile-de-France,2021,2021-01-01,Sugarcane,15.55,1127.37,80.473145665,,,,,3.39
Argentina,Pampas,1993,1993-01-01,Corn,-4.46,821.03,80.473145665,,,,,1.24
Argentina,Pampas,2021,2021-01-01,Soybeans,27.06,661.19,80.473145665,,,,,1.071
Australia,New South Wales,1990,1990-01-01,Wheat,9.51,792.95,80.473145665,,,,,2.16
India,West Bengal,1990,1990-01-01,Corn,5.99,316.05,80.473145665,,,,,0.477
Argentina,Northwest,2019,2019-01-01,Corn,14.09,942.31,80.473145665,,,,,1.737
USA,West,2017,2017-01-01,Barley,17.07,2160.72,80.473145665,,,,,3.56
Canada,British Columbia,2018,2018-01-01,Soybeans,10.45,1932.31,80.473145665,,,,,2.8440000000000003
Nigeria,South East,2018,2018-01-01,Wheat,25.19,2636.93,80.473145665,,,,,1.719
Nigeria,South West,2011,2011-01-01,Coffee,0.34,1771.39,57.648082825,103.0,29.0,30.0,6.798626238000001,1.4400000000000002
Australia,Victoria,2021,2021-01-01,Rice,23.57,1068.65,82.18935719499999,80.0,47.0,40.0,6.363803588,1.116
China,South,1999,1999-01-01,Barley,6.93,931.6,80.473145665,,,,,1.836
USA,Midwest,1995,1995-01-01,Barley,9.16,2811.24,80.473145665,,,,,1.314
France,Provence-Alpes-Cote d’Azur,1996,1996-01-01,Cotton,24.83,2310.96,80.01089273,117.0,46.0,19.0,6.8409568125,1.791
Argentina,Pampas,2004,2004-01-01,Wheat,21.38,2549.91,80.473145665,,,,,0.981
China,North,2024,2024-01-01,Vegetables,-3.81,790.4,80.473145665,,,,,1.575
Russia,Volga,2016,2016-01-01,Cotton,11.87,875.46,80.01089273,117.0,46.0,19.0,6.8409568125,1.98
Brazil,North,2016,2016-01-01,Coffee,11.62,831.46,57.648082825,103.0,29.0,30.0,6.798626238000001,3.93
China,Central,2014,2014-01-01,Cotton,1.36,2090.77,80.01089273,117.0,46.0,19.0,6.8409568125,1.0
Brazil,Northeast,2014,2014-01-01,Soybeans,29.22,267.79,80.473145665,,,,,1.1880000000000002
India,Punjab,1996,1996-01-01,Wheat,25.09,1660.3,80.473145665,,,,,2.61
France,Nouvelle-Aquitaine,2008,2008-01-01,Cotton,31.96,356.38,80.01089273,117.0,46.0,19.0,6.8409568125,2.8080000000000003
USA,Northeast,2022,2022-01-01,Vegetables,34.16,245.45,80.473145665,,,,,1.584
China,East,2013,2013-01-01,Wheat,34.07,1580.35,80.473145665,,,,,1.287
USA,Midwest,1999,1999-01-01,Sugarcane,26.46,370.81,80.473145665,,,,,2.826
France,Provence-Alpes-Cote d’Azur,2013,2013-01-01,Corn,-0.14,1369.98,80.473145665,,,,,0.75
Australia,Victoria,2011,2011-01-01,Corn,15.86,2482.75,80.473145665,,,,,2.97
Brazil,Northeast,1992,1992-01-01,Soybeans,-4.47,1462.35,80.473145665,,,,,2.21
Australia,Western Australia,2009,2009-01-01,Cotton,23.1,1887.0,80.01089273,117.0,46.0,19.0,6.8409568125,1.19
Russia,Volga,2000,2000-01-01,Cotton,28.35,924.24,80.01089273,117.0,46.0,19.0,6.8409568125,2.73
Australia,Western Australia,2003,2003-01-01,Vegetables,21.99,211.34,80.473145665,,,,,1.53
Nigeria,North Central,2000,2000-01-01,Vegetables,21.18,820.76,80.473145665,,,,,1.2060000000000002
Brazil,Northeast,1999,1999-01-01,Corn,6.61,1011.56,80.473145665,,,,,1.026
China,South,2012,2012-01-01,Vegetables,7.8,863.0,80.473145665,,,,,2.565
Brazil,Northeast,1990,1990-01-01,Fruits,33.31,1291.53,80.473145665,,,,,1.053
USA,Northeast,2004,2004-01-01,Wheat,-0.53,2509.65,80.473145665,,,,,1.09
Canada,Ontario,2008,2008-01-01,Barley,12.09,1638.13,80.473145665,,,,,1.692
Canada,Prairies,2018,2018-01-01,Rice,-4.35,1732.62,82.18935719499999,80.0,47.0,40.0,6.363803588,1.98
Canada,Prairies,2018,2018-01-01,Sugarcane,17.1,2964.36,80.473145665,,,,,4.83
China,East,2015,2015-01-01,Wheat,5.48,2390.19,80.473145665,,,,,2.664
Brazil,North,1998,1998-01-01,Corn,33.34,945.19,80.473145665,,,,,1.26
Canada,British Columbia,1995,1995-01-01,Coffee,5.18,2978.33,57.648082825,103.0,29.0,30.0,6.798626238000001,2.61
Brazil,Northeast,2016,2016-01-01,Soybeans,-4.0,1786.46,80.473145665,,,,,0.86
China,South,2009,2009-01-01,Fruits,0.28,614.98,80.473145665,,,,,2.37
Australia,Victoria,2004,2004-01-01,Rice,31.0,2975.05,82.18935719499999,80.0,47.0,40.0,6.363803588,3.64
Russia,Northwestern,1994,1994-01-01,Corn,6.14,2608.73,80.473145665,,,,,2.02
India,Punjab,1995,1995-01-01,Vegetables,-1.94,2723.03,80.473145665,,,,,1.89
India,Tamil Nadu,2016,2016-01-01,Sugarcane,18.88,1640.89,80.473145665,,,,,2.82
